ticket_id,product,category,issue_description,resolution_notes,priority,status,channel,region,subscription_type,customer_tenure_months,previous_tickets,customer_satisfaction_score,first_response_time_hours,resolution_time_hours,ticket_created_date,ticket_resolved_date,escalated,sla_breached,language,issue_complexity_score,customer_segment,customer_id,order_value
4369,Cloud Storage,Data Sync Issue,My subscription was cancelled without my request and I need clarification.,Subscription status corrected and confirmation email sent to customer.,High,In Progress,Web Form,South America,Premium,34,16,4,0.98,68.23,2022-12-19,2023-01-01,False,True,Japanese,4,Small Business,de344ccd7610,90.05
4370,Web Portal,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,We have reset the account credentials and advised the customer to retry login.,Urgent,In Progress,Email,Australia,Free,37,16,2,68.23,105.27,2024-07-06,2024-07-12,True,True,German,4,Small Business,363a5c1724cb,100.38
4371,Mobile App,Security Concern,My subscription was cancelled without my request and I need clarification.,The duplicate charge was reversed and refund processed within 3-5 business days.,High,Closed,Web Form,Australia,Basic,53,16,2,27.07,233.27,2022-06-11,2022-06-12,False,True,Japanese,10,Small Business,7e66e6094b0b,109.12
4372,Analytics Dashboard,Performance Issue,My subscription was cancelled without my request and I need clarification.,We have reset the account credentials and advised the customer to retry login.,High,Resolved,Social Media,Asia,Premium,41,16,1,63.72,225.37,2022-01-26,2022-01-28,False,True,German,2,Small Business,d7324b509e05,199.49
4373,Analytics Dashboard,Bug Report,I found a bug in the latest update affecting report generation.,Provided step-by-step troubleshooting instructions and issue resolved.,High,Resolved,Web Form,Europe,Basic,22,8,3,37.47,70.06,2023-07-12,2023-07-21,False,True,Japanese,9,Small Business,7afa787e1029,35.06
4374,Billing System,Subscription Cancellation,The application crashes whenever I try to upload a file.,Bug logged internally and workaround shared with the customer.,Medium,Closed,Phone,Europe,Enterprise,5,7,3,58.08,8.76,2024-04-28,2024-05-08,True,False,Spanish,3,Small Business,63274a206183,204.92
4375,Mobile App,Data Sync Issue,Two-factor authentication codes are not being delivered to my phone.,The issue was escalated to engineering and resolved in the latest patch.,Medium,Closed,Social Media,Europe,Basic,17,13,5,59.96,71.14,2024-11-20,2024-11-24,False,True,English,8,Corporate,d7b857881615,260.74
4376,CRM Platform,Subscription Cancellation,The application crashes whenever I try to upload a file.,We have reset the account credentials and advised the customer to retry login.,High,Resolved,Chat,Australia,Free,28,2,5,48.93,188.18,2022-10-07,2022-10-14,False,True,German,5,Individual,e7a063542693,246.81
4377,Payment Gateway,Security Concern,I found a bug in the latest update affecting report generation.,The duplicate charge was reversed and refund processed within 3-5 business days.,Low,Open,Social Media,North America,Basic,31,11,5,65.31,7.92,2023-04-03,2023-04-04,False,True,English,8,Small Business,306ef429846d,197.56
4378,Analytics Dashboard,Subscription Cancellation,I would like to request a refund for the recent charge.,The issue was escalated to engineering and resolved in the latest patch.,Urgent,Pending Customer,Email,Africa,Enterprise,14,13,1,45.76,62.1,2024-05-20,2024-05-23,False,True,Japanese,9,Individual,b9cb46c553b1,421.18
4379,Subscription Service,Performance Issue,The application crashes whenever I try to upload a file.,Security settings updated and customer notified of precautionary measures.,Medium,Closed,Phone,Asia,Free,16,17,3,6.91,156.42,2023-10-20,2023-10-21,False,False,French,9,Small Business,60a73604241d,81.21
4380,Subscription Service,Subscription Cancellation,I would like to request a refund for the recent charge.,Security settings updated and customer notified of precautionary measures.,Medium,Open,Social Media,North America,Free,40,14,5,6.91,163.81,2023-08-04,2023-08-12,False,True,German,4,Small Business,fb6631c97388,257.79
4381,Subscription Service,Refund Request,My subscription was cancelled without my request and I need clarification.,Payment gateway timeout issue fixed and monitoring implemented.,Urgent,Open,Web Form,Australia,Free,22,20,3,67.94,168.2,2023-10-18,2023-10-18,False,False,English,4,Corporate,b5099fceb2ef,40.4
4382,Cloud Storage,Account Suspension,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,Urgent,Pending Customer,Chat,Asia,Premium,33,17,3,50.7,171.29,2023-06-16,2023-06-17,True,True,Spanish,8,Corporate,1227feca0283,44.87
4383,Cloud Storage,Payment Problem,My subscription was cancelled without my request and I need clarification.,Payment gateway timeout issue fixed and monitoring implemented.,Low,Open,Web Form,North America,Enterprise,48,3,3,27.71,43.47,2022-06-02,2022-06-12,True,True,Japanese,2,Corporate,87424392a294,291.19
4384,E-commerce Store,Payment Problem,I am unable to access my account after entering the correct credentials.,The issue was escalated to engineering and resolved in the latest patch.,High,In Progress,Social Media,North America,Premium,50,1,5,70.09,180.21,2023-10-30,2023-10-30,False,False,French,6,Individual,bc243f28ee00,287.35
4385,Billing System,Data Sync Issue,The application crashes whenever I try to upload a file.,Provided step-by-step troubleshooting instructions and issue resolved.,High,Resolved,Social Media,Europe,Enterprise,24,8,3,71.0,168.0,2023-11-04,2023-11-18,True,True,German,2,Individual,d112d913cdb8,440.24
4386,E-commerce Store,Performance Issue,I am experiencing very slow performance while using the dashboard.,Provided step-by-step troubleshooting instructions and issue resolved.,Medium,Pending Customer,Phone,South America,Basic,23,13,3,25.98,38.11,2023-06-13,2023-06-21,True,True,Chinese,8,Individual,cfab998719b6,283.36
4387,Web Portal,Security Concern,Two-factor authentication codes are not being delivered to my phone.,The issue was escalated to engineering and resolved in the latest patch.,Low,Open,Phone,Asia,Free,52,10,2,22.06,64.14,2023-01-30,2023-02-07,False,False,Japanese,4,Individual,320d35298b21,480.3
4388,Web Portal,Bug Report,I am experiencing very slow performance while using the dashboard.,Data synchronization restored after backend service restart.,Medium,Pending Customer,Email,Africa,Basic,27,20,2,62.61,36.09,2023-10-24,2023-10-26,True,True,German,1,Corporate,6f8e44bb5be0,33.86
4389,Billing System,Payment Problem,The payment was deducted from my bank account but the transaction shows failed.,We have reset the account credentials and advised the customer to retry login.,High,Closed,Chat,South America,Basic,37,10,2,8.59,43.21,2022-07-24,2022-07-30,True,False,French,6,Small Business,02d13f3d6fb0,58.02
4390,Mobile App,Data Sync Issue,I am experiencing very slow performance while using the dashboard.,Payment gateway timeout issue fixed and monitoring implemented.,Medium,Open,Chat,Europe,Basic,41,6,5,9.83,5.48,2022-11-21,2022-11-30,False,True,German,10,Individual,4b3745eec14a,31.59
4391,Web Portal,Refund Request,The application crashes whenever I try to upload a file.,Provided step-by-step troubleshooting instructions and issue resolved.,Urgent,Closed,Social Media,South America,Enterprise,16,9,3,26.85,135.15,2023-09-11,2023-09-20,False,False,French,7,Corporate,a07891d8f79b,100.79
4392,E-commerce Store,Data Sync Issue,I am unable to access my account after entering the correct credentials.,Payment gateway timeout issue fixed and monitoring implemented.,Medium,Closed,Phone,South America,Enterprise,31,4,4,61.26,33.67,2022-07-22,2022-07-27,True,False,German,1,Corporate,b1cbe7cdb19f,275.22
4393,Mobile App,Account Suspension,I am unable to access my account after entering the correct credentials.,Explained billing breakdown and clarified applicable charges.,Low,Open,Social Media,North America,Basic,30,9,2,69.42,135.93,2024-02-09,2024-02-16,False,True,English,9,Small Business,d3068251ab87,326.33
4394,E-commerce Store,Performance Issue,I found a bug in the latest update affecting report generation.,Bug logged internally and workaround shared with the customer.,Medium,In Progress,Chat,Australia,Enterprise,39,19,1,46.98,138.72,2024-02-06,2024-02-20,True,True,French,6,Small Business,b936f529f8db,32.34
4395,CRM Platform,Bug Report,The payment was deducted from my bank account but the transaction shows failed.,The duplicate charge was reversed and refund processed within 3-5 business days.,Medium,Pending Customer,Web Form,North America,Premium,38,16,1,50.63,156.66,2023-03-29,2023-04-06,False,True,German,2,Individual,32f7b84ced44,473.53
4396,E-commerce Store,Bug Report,I am unable to access my account after entering the correct credentials.,Bug logged internally and workaround shared with the customer.,Urgent,Resolved,Social Media,Australia,Basic,60,13,4,25.08,145.75,2024-08-27,2024-08-28,True,True,German,9,Small Business,d87ca865b2cd,422.66
4397,E-commerce Store,Feature Request,The system is not syncing data across devices properly.,Bug logged internally and workaround shared with the customer.,Medium,Closed,Social Media,Australia,Free,22,17,2,27.87,144.88,2023-11-27,2023-12-07,False,True,Chinese,2,Individual,7e861d7826d3,155.34
4398,Cloud Storage,Subscription Cancellation,There seems to be a discrepancy in my billing statement for this month.,Security settings updated and customer notified of precautionary measures.,Medium,Closed,Web Form,Australia,Free,58,18,2,16.36,55.23,2024-08-30,2024-09-06,False,True,Japanese,6,Corporate,cd5ed33d256d,47.82
4399,Subscription Service,Security Concern,I found a bug in the latest update affecting report generation.,Explained billing breakdown and clarified applicable charges.,Low,Closed,Chat,South America,Free,56,5,4,34.04,173.5,2023-02-19,2023-03-02,True,False,Spanish,10,Corporate,467746662dcd,93.24
4400,Subscription Service,Data Sync Issue,I am unable to access my account after entering the correct credentials.,The issue was escalated to engineering and resolved in the latest patch.,Medium,Closed,Web Form,North America,Free,3,7,1,29.62,200.0,2023-01-16,2023-01-23,False,True,German,8,Individual,67bc71269970,72.2
4401,Analytics Dashboard,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,Security settings updated and customer notified of precautionary measures.,High,Pending Customer,Email,Asia,Premium,49,0,1,69.42,104.18,2024-05-24,2024-06-03,False,False,Chinese,10,Corporate,19c923ebe80a,70.41
4402,Cloud Storage,Subscription Cancellation,The system is not syncing data across devices properly.,Data synchronization restored after backend service restart.,High,Resolved,Phone,Europe,Enterprise,6,17,5,19.26,80.68,2022-12-10,2022-12-18,False,False,English,2,Small Business,b01505793534,264.1
4403,CRM Platform,Feature Request,Two-factor authentication codes are not being delivered to my phone.,Payment gateway timeout issue fixed and monitoring implemented.,Urgent,In Progress,Phone,Asia,Enterprise,54,10,2,48.76,212.4,2024-01-16,2024-01-25,False,False,Spanish,5,Individual,f412fc77587c,130.47
4404,Web Portal,Bug Report,I would like to request a refund for the recent charge.,Explained billing breakdown and clarified applicable charges.,High,Open,Email,Europe,Basic,23,7,1,18.55,219.35,2022-06-23,2022-07-05,False,True,Chinese,2,Small Business,82e1e513cc2e,185.49
4405,Billing System,Security Concern,The payment was deducted from my bank account but the transaction shows failed.,Security settings updated and customer notified of precautionary measures.,Low,Open,Web Form,South America,Premium,45,17,1,8.98,147.47,2023-03-25,2023-03-28,False,True,Spanish,6,Corporate,5b6eeb007e71,494.86
4406,CRM Platform,Bug Report,The system is not syncing data across devices properly.,Explained billing breakdown and clarified applicable charges.,Medium,Open,Web Form,Africa,Basic,27,8,2,59.7,48.86,2024-01-10,2024-01-10,False,False,Chinese,6,Corporate,2e8ae8a71871,345.31
4407,Payment Gateway,Data Sync Issue,The application crashes whenever I try to upload a file.,Payment gateway timeout issue fixed and monitoring implemented.,Low,Resolved,Email,Asia,Free,3,0,4,45.24,19.4,2022-08-29,2022-09-09,False,True,English,4,Small Business,deea4282f640,475.0
4408,Cloud Storage,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,The duplicate charge was reversed and refund processed within 3-5 business days.,Urgent,In Progress,Phone,Africa,Premium,48,19,3,19.95,145.52,2022-08-18,2022-08-22,True,False,French,1,Small Business,2ce07b1bf75f,79.85
4409,CRM Platform,Payment Problem,I am unable to access my account after entering the correct credentials.,Payment gateway timeout issue fixed and monitoring implemented.,Low,Closed,Chat,North America,Enterprise,58,1,4,27.15,106.45,2023-07-09,2023-07-13,False,True,English,4,Small Business,9e62f44419f8,197.25
4410,Analytics Dashboard,Feature Request,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,Low,Closed,Web Form,South America,Premium,50,13,1,51.27,183.09,2023-01-14,2023-01-21,True,False,German,7,Corporate,2a924a6c7caa,281.82
4411,Analytics Dashboard,Account Suspension,The payment was deducted from my bank account but the transaction shows failed.,Provided step-by-step troubleshooting instructions and issue resolved.,Urgent,Resolved,Phone,Europe,Premium,30,9,4,4.19,44.98,2022-09-02,2022-09-03,True,False,German,10,Corporate,0a26959a9c59,47.61
4412,Web Portal,Account Suspension,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,High,Open,Chat,Asia,Enterprise,44,10,2,25.29,141.55,2023-03-13,2023-03-19,True,True,French,8,Corporate,c0510800fe80,12.05
4413,Cloud Storage,Login Issue,I am experiencing very slow performance while using the dashboard.,Explained billing breakdown and clarified applicable charges.,Medium,Resolved,Chat,South America,Premium,57,11,2,28.27,166.61,2024-06-17,2024-06-23,True,False,Japanese,6,Small Business,2816c5898b64,338.51
4414,Cloud Storage,Bug Report,The application crashes whenever I try to upload a file.,Explained billing breakdown and clarified applicable charges.,Medium,Pending Customer,Phone,Europe,Free,26,0,4,44.97,114.84,2022-07-01,2022-07-05,True,False,Spanish,1,Individual,ccdb0fa53f2b,324.49
4415,Web Portal,Data Sync Issue,The payment was deducted from my bank account but the transaction shows failed.,Subscription status corrected and confirmation email sent to customer.,Medium,Open,Social Media,North America,Free,22,8,4,63.99,67.32,2024-01-28,2024-01-28,True,False,French,6,Small Business,262a040dfb88,211.29
4416,CRM Platform,Login Issue,The payment was deducted from my bank account but the transaction shows failed.,Data synchronization restored after backend service restart.,Medium,Closed,Web Form,Europe,Basic,30,19,4,23.5,194.82,2023-10-09,2023-10-20,True,False,French,10,Corporate,b139379687df,249.93
4417,Analytics Dashboard,Account Suspension,I would like to request a refund for the recent charge.,Security settings updated and customer notified of precautionary measures.,Medium,Pending Customer,Phone,Europe,Basic,29,15,5,52.02,210.2,2023-03-17,2023-03-23,False,True,German,10,Small Business,237e68fa0fde,213.57
4418,Cloud Storage,Feature Request,Two-factor authentication codes are not being delivered to my phone.,Subscription status corrected and confirmation email sent to customer.,Low,Resolved,Chat,North America,Enterprise,52,3,5,10.08,198.6,2022-07-16,2022-07-28,True,True,German,9,Corporate,fa15a5ef9d5e,21.76
4419,Subscription Service,Account Suspension,The application crashes whenever I try to upload a file.,Data synchronization restored after backend service restart.,Low,Closed,Email,Australia,Enterprise,51,3,5,45.35,140.8,2024-10-16,2024-10-17,False,True,German,3,Small Business,30422c1f380e,174.33
4420,Billing System,Performance Issue,My subscription was cancelled without my request and I need clarification.,The issue was escalated to engineering and resolved in the latest patch.,High,Resolved,Chat,North America,Free,6,16,1,12.53,26.32,2022-11-27,2022-11-28,True,True,Spanish,7,Corporate,e074f6f7f66c,96.77
4421,Payment Gateway,Data Sync Issue,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,High,Closed,Social Media,Europe,Premium,11,15,4,58.36,92.23,2022-07-22,2022-08-03,False,False,Chinese,5,Small Business,6c297997eb7c,58.23
4422,E-commerce Store,Performance Issue,The payment was deducted from my bank account but the transaction shows failed.,Provided step-by-step troubleshooting instructions and issue resolved.,Medium,Closed,Social Media,Australia,Premium,45,7,2,52.0,65.72,2023-10-03,2023-10-09,True,True,Chinese,2,Corporate,985179553c95,478.79
4423,Payment Gateway,Refund Request,I am experiencing very slow performance while using the dashboard.,We have reset the account credentials and advised the customer to retry login.,High,Closed,Web Form,South America,Enterprise,22,0,5,23.66,135.47,2022-02-10,2022-02-18,False,False,French,3,Small Business,e9a36a4ad376,303.69
4424,CRM Platform,Security Concern,The application crashes whenever I try to upload a file.,Provided step-by-step troubleshooting instructions and issue resolved.,High,In Progress,Email,North America,Premium,27,17,1,62.2,100.45,2023-08-25,2023-08-28,True,False,Japanese,3,Small Business,6c2061e69e9c,367.04
4425,Payment Gateway,Performance Issue,The application crashes whenever I try to upload a file.,The duplicate charge was reversed and refund processed within 3-5 business days.,High,Open,Email,North America,Enterprise,8,9,5,34.79,150.26,2023-11-27,2023-11-29,False,False,Spanish,8,Small Business,5220cd7296e8,164.53
4426,Payment Gateway,Account Suspension,The application crashes whenever I try to upload a file.,The duplicate charge was reversed and refund processed within 3-5 business days.,Medium,Resolved,Web Form,Asia,Enterprise,13,3,4,66.93,110.08,2023-09-24,2023-09-26,True,False,German,2,Individual,9a8cf8cb24cc,202.64
4427,Web Portal,Performance Issue,Two-factor authentication codes are not being delivered to my phone.,Subscription status corrected and confirmation email sent to customer.,Medium,Pending Customer,Email,Australia,Basic,15,12,3,12.73,12.81,2023-11-19,2023-12-02,False,True,French,7,Small Business,7b9cacedb855,126.09
4428,Payment Gateway,Payment Problem,I would like to request a refund for the recent charge.,The duplicate charge was reversed and refund processed within 3-5 business days.,High,Open,Social Media,North America,Enterprise,48,13,5,43.76,162.78,2022-08-30,2022-09-11,True,False,English,9,Corporate,17e9fe9467c3,57.51
4429,Mobile App,Payment Problem,There seems to be a discrepancy in my billing statement for this month.,We have reset the account credentials and advised the customer to retry login.,Medium,Open,Email,North America,Basic,43,17,2,44.3,155.9,2024-08-27,2024-09-03,True,True,German,5,Individual,bf479bf4b852,97.73
4430,E-commerce Store,Data Sync Issue,Two-factor authentication codes are not being delivered to my phone.,Payment gateway timeout issue fixed and monitoring implemented.,Low,Closed,Social Media,South America,Free,57,20,1,59.93,233.88,2022-04-17,2022-04-27,False,True,German,10,Individual,6a067b937a24,400.78
4431,Payment Gateway,Security Concern,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,Urgent,In Progress,Social Media,South America,Premium,26,7,2,45.18,137.3,2024-04-10,2024-04-21,True,False,Spanish,2,Small Business,d9eb9a63dc6b,342.0
4432,Web Portal,Data Sync Issue,I found a bug in the latest update affecting report generation.,Data synchronization restored after backend service restart.,Low,Closed,Phone,Asia,Premium,30,5,1,30.8,4.75,2023-07-21,2023-07-23,True,False,French,7,Individual,f4b8f7396bed,278.0
4433,E-commerce Store,Feature Request,There seems to be a discrepancy in my billing statement for this month.,The issue was escalated to engineering and resolved in the latest patch.,Urgent,Closed,Social Media,Australia,Basic,45,16,2,17.06,44.41,2022-12-27,2022-12-31,False,True,English,9,Corporate,2de9b85ad250,242.79
4434,Subscription Service,Data Sync Issue,I am unable to access my account after entering the correct credentials.,Provided step-by-step troubleshooting instructions and issue resolved.,High,Resolved,Social Media,Australia,Enterprise,35,20,3,25.62,120.51,2023-01-09,2023-01-13,False,False,English,5,Corporate,6e18e60372c6,461.99
4435,Mobile App,Account Suspension,I found a bug in the latest update affecting report generation.,We have reset the account credentials and advised the customer to retry login.,Urgent,In Progress,Email,Europe,Enterprise,3,6,1,14.61,177.1,2023-02-22,2023-03-05,True,False,Spanish,2,Corporate,b06b95cc1edb,45.64
4436,API Service,Subscription Cancellation,I am experiencing very slow performance while using the dashboard.,The duplicate charge was reversed and refund processed within 3-5 business days.,Urgent,Pending Customer,Chat,North America,Basic,22,17,1,47.89,206.36,2023-07-11,2023-07-19,True,True,English,9,Small Business,053d70246223,147.49
4437,Payment Gateway,Security Concern,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,Medium,Pending Customer,Social Media,Africa,Basic,50,7,2,56.75,218.21,2022-02-17,2022-02-23,False,False,Spanish,5,Individual,599c1b593ac7,181.47
4438,E-commerce Store,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,Bug logged internally and workaround shared with the customer.,High,Open,Chat,South America,Basic,27,17,2,68.26,136.99,2024-06-05,2024-06-11,True,False,Japanese,6,Corporate,e21629684b4c,393.39
4439,Web Portal,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,Explained billing breakdown and clarified applicable charges.,Medium,In Progress,Social Media,Australia,Basic,36,1,5,71.37,124.67,2024-10-03,2024-10-05,True,False,Japanese,5,Small Business,b41228f3607a,496.33
4440,Subscription Service,Bug Report,I am unable to access my account after entering the correct credentials.,Bug logged internally and workaround shared with the customer.,Urgent,Open,Phone,North America,Premium,56,9,5,45.9,40.76,2022-12-01,2022-12-13,True,True,German,10,Individual,254dfc5b0474,127.93
4441,E-commerce Store,Account Suspension,My subscription was cancelled without my request and I need clarification.,Data synchronization restored after backend service restart.,Medium,Closed,Social Media,Asia,Basic,18,19,3,61.66,185.17,2023-03-10,2023-03-19,True,True,German,5,Corporate,bc32effe1b60,438.41
4442,Web Portal,Payment Problem,The payment was deducted from my bank account but the transaction shows failed.,Data synchronization restored after backend service restart.,High,Resolved,Social Media,South America,Premium,43,6,3,71.74,61.05,2023-09-18,2023-10-02,True,False,German,10,Individual,34c49d71bf1f,417.01
4443,Analytics Dashboard,Bug Report,I would like to request a refund for the recent charge.,The duplicate charge was reversed and refund processed within 3-5 business days.,Low,Resolved,Social Media,Africa,Basic,52,8,5,28.86,54.31,2023-07-15,2023-07-15,False,True,English,3,Corporate,db9650f653f0,120.08
4444,CRM Platform,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,Explained billing breakdown and clarified applicable charges.,Urgent,Pending Customer,Phone,Africa,Basic,53,18,4,2.22,94.25,2024-10-03,2024-10-10,False,False,Japanese,1,Small Business,73eb819615fc,205.67
4445,Billing System,Data Sync Issue,I am unable to access my account after entering the correct credentials.,Provided step-by-step troubleshooting instructions and issue resolved.,Low,Resolved,Social Media,Africa,Premium,11,10,1,57.57,180.02,2023-12-23,2024-01-06,False,True,German,10,Individual,08af7a3a6da0,210.74
4446,Web Portal,Payment Problem,The application crashes whenever I try to upload a file.,Payment gateway timeout issue fixed and monitoring implemented.,Low,Closed,Email,North America,Enterprise,59,20,2,19.59,112.65,2023-05-06,2023-05-20,True,True,German,3,Individual,29b69cae1634,489.33
4447,E-commerce Store,Data Sync Issue,The application crashes whenever I try to upload a file.,Provided step-by-step troubleshooting instructions and issue resolved.,High,Resolved,Phone,North America,Free,26,11,2,17.2,49.25,2022-09-26,2022-10-03,False,False,English,9,Corporate,23f437ae9644,98.64
4448,API Service,Bug Report,The application crashes whenever I try to upload a file.,Subscription status corrected and confirmation email sent to customer.,Low,In Progress,Email,North America,Premium,1,7,2,46.65,67.55,2023-10-11,2023-10-21,True,True,Japanese,7,Individual,cde424bf7cfd,401.59
4449,Cloud Storage,Bug Report,My subscription was cancelled without my request and I need clarification.,The duplicate charge was reversed and refund processed within 3-5 business days.,High,Open,Web Form,Asia,Enterprise,7,12,4,70.24,217.08,2023-03-14,2023-03-26,True,True,French,2,Individual,c18a8c220979,173.75
4450,Payment Gateway,Data Sync Issue,There seems to be a discrepancy in my billing statement for this month.,Explained billing breakdown and clarified applicable charges.,Urgent,Closed,Social Media,Africa,Free,8,10,3,7.92,146.0,2023-05-18,2023-05-20,False,True,German,6,Small Business,f9d0332086bc,368.13
4451,Cloud Storage,Performance Issue,I found a bug in the latest update affecting report generation.,The issue was escalated to engineering and resolved in the latest patch.,Medium,Pending Customer,Web Form,Africa,Free,2,1,5,23.36,177.97,2024-07-03,2024-07-06,True,False,Chinese,10,Corporate,098b9633b453,215.81
4452,Web Portal,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,Medium,Open,Phone,North America,Enterprise,20,0,4,18.78,162.74,2024-05-21,2024-05-23,True,True,Japanese,3,Corporate,b13edd1da959,293.4
4453,Billing System,Payment Problem,The application crashes whenever I try to upload a file.,The duplicate charge was reversed and refund processed within 3-5 business days.,Low,Resolved,Chat,Asia,Premium,16,20,4,16.68,23.82,2022-06-08,2022-06-21,True,False,French,8,Individual,1d0c5345fd67,417.98
4454,Mobile App,Bug Report,The system is not syncing data across devices properly.,We have reset the account credentials and advised the customer to retry login.,Low,Resolved,Web Form,North America,Enterprise,44,0,5,38.12,61.78,2023-07-08,2023-07-17,True,False,Chinese,3,Corporate,2c176f0f2f72,404.04
4455,CRM Platform,Data Sync Issue,There seems to be a discrepancy in my billing statement for this month.,The duplicate charge was reversed and refund processed within 3-5 business days.,Low,Closed,Phone,South America,Enterprise,51,10,1,29.82,118.78,2022-03-22,2022-03-23,False,True,German,3,Individual,11e263acd4f0,434.55
4456,Cloud Storage,Refund Request,My subscription was cancelled without my request and I need clarification.,Provided step-by-step troubleshooting instructions and issue resolved.,Medium,Pending Customer,Phone,North America,Free,16,5,5,71.22,64.31,2023-07-24,2023-07-27,True,True,Japanese,10,Small Business,1ff85afb54d6,39.21
4457,API Service,Login Issue,The application crashes whenever I try to upload a file.,Security settings updated and customer notified of precautionary measures.,Low,Pending Customer,Phone,Europe,Premium,42,11,5,32.35,20.64,2024-01-25,2024-02-05,True,False,Chinese,10,Corporate,8c2393e1f218,349.1
4458,Mobile App,Bug Report,My subscription was cancelled without my request and I need clarification.,Explained billing breakdown and clarified applicable charges.,Urgent,Resolved,Social Media,Africa,Free,11,10,5,5.59,105.41,2024-02-04,2024-02-09,False,False,French,6,Small Business,ceb7d1c09b70,78.59
4459,Cloud Storage,Data Sync Issue,I would like to request a refund for the recent charge.,Data synchronization restored after backend service restart.,High,Closed,Chat,Asia,Basic,3,19,4,59.49,35.09,2024-07-17,2024-07-30,True,False,Spanish,1,Individual,8805c7bd484b,213.75
4460,Subscription Service,Payment Problem,The system is not syncing data across devices properly.,Bug logged internally and workaround shared with the customer.,Urgent,Resolved,Chat,South America,Basic,23,9,5,42.03,5.18,2024-05-23,2024-05-27,True,True,English,5,Individual,812072f1b03f,278.81
4461,Web Portal,Subscription Cancellation,The system is not syncing data across devices properly.,Subscription status corrected and confirmation email sent to customer.,Urgent,Closed,Web Form,Australia,Basic,11,7,1,55.53,81.7,2023-11-06,2023-11-20,False,False,Japanese,7,Corporate,1883b797936f,207.34
4462,Web Portal,Refund Request,My subscription was cancelled without my request and I need clarification.,The issue was escalated to engineering and resolved in the latest patch.,High,Closed,Phone,North America,Basic,23,4,1,2.21,211.13,2023-01-28,2023-01-31,False,False,Spanish,5,Individual,dfe451e6b743,264.61
4463,Web Portal,Security Concern,My subscription was cancelled without my request and I need clarification.,The issue was escalated to engineering and resolved in the latest patch.,Urgent,Resolved,Chat,South America,Basic,51,10,1,67.3,41.84,2022-06-07,2022-06-16,True,False,Chinese,10,Corporate,650e19487344,498.3
4464,API Service,Data Sync Issue,The application crashes whenever I try to upload a file.,Explained billing breakdown and clarified applicable charges.,Medium,Closed,Email,Europe,Basic,54,12,2,16.78,192.17,2024-10-03,2024-10-17,False,True,French,8,Small Business,a5c819f4572d,76.26
4465,E-commerce Store,Refund Request,There seems to be a discrepancy in my billing statement for this month.,Data synchronization restored after backend service restart.,Medium,Pending Customer,Phone,Africa,Basic,12,12,2,19.02,144.31,2023-06-18,2023-06-19,False,False,French,9,Small Business,ef1ca4c0a36d,340.97
4466,Billing System,Refund Request,I am experiencing very slow performance while using the dashboard.,Subscription status corrected and confirmation email sent to customer.,Low,Pending Customer,Web Form,Asia,Premium,23,18,2,14.18,52.21,2023-09-15,2023-09-22,False,False,Chinese,8,Individual,ab874e9774dc,204.04
4467,Web Portal,Login Issue,Two-factor authentication codes are not being delivered to my phone.,The duplicate charge was reversed and refund processed within 3-5 business days.,Medium,Closed,Social Media,Asia,Enterprise,34,3,4,36.84,68.3,2022-06-20,2022-06-30,True,True,Spanish,3,Individual,0d998b6aa532,75.17
4468,Subscription Service,Subscription Cancellation,I am experiencing very slow performance while using the dashboard.,The issue was escalated to engineering and resolved in the latest patch.,Medium,Closed,Email,Europe,Free,53,16,3,21.68,229.7,2024-11-25,2024-12-08,False,True,Spanish,5,Corporate,707a46765ecf,87.78
4469,Cloud Storage,Feature Request,My subscription was cancelled without my request and I need clarification.,The duplicate charge was reversed and refund processed within 3-5 business days.,Low,Closed,Email,Asia,Premium,5,17,1,37.2,109.81,2024-07-03,2024-07-04,False,True,Spanish,4,Individual,9141c37ef466,475.14
4470,CRM Platform,Bug Report,The application crashes whenever I try to upload a file.,Bug logged internally and workaround shared with the customer.,Urgent,Resolved,Chat,North America,Free,8,8,2,35.17,113.45,2024-09-09,2024-09-14,False,True,Japanese,5,Corporate,74fb40ec8273,441.0
4471,CRM Platform,Data Sync Issue,I am unable to access my account after entering the correct credentials.,Data synchronization restored after backend service restart.,Urgent,Pending Customer,Phone,Europe,Free,24,12,1,37.17,43.21,2024-11-29,2024-12-08,False,False,French,1,Small Business,4d671d5298be,454.45
